Gene % GC content	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene type	Gene stable ID
40.64	14081075	14086600	Y	unprocessed_pseudogene	ENSG00000235451
36.17	18080681	18096202	Y	unprocessed_pseudogene	ENSG00000226611
39.24	18582063	18629077	Y	unprocessed_pseudogene	ENSG00000240438
45.06	20727254	20742900	Y	unprocessed_pseudogene	ENSG00000225624
42.67	20756108	20781032	Y	protein_coding	ENSG00000280969
35.70	20808776	20811809	Y	unprocessed_pseudogene	ENSG00000224482
59.12	20843256	20843710	Y	processed_pseudogene	ENSG00000216844
41.06	20861337	20862337	Y	processed_pseudogene	ENSG00000229551
37.44	20907344	20907562	Y	processed_pseudogene	ENSG00000226504
45.94	21038289	21044724	Y	lncRNA	ENSG00000254488
44.55	21130870	21131181	Y	processed_pseudogene	ENSG00000237427
46.65	21221106	21222089	Y	processed_pseudogene	ENSG00000232634
35.66	21311268	21318895	Y	unprocessed_pseudogene	ENSG00000226918
52.33	21382954	21386360	Y	lncRNA	ENSG00000183146
65.93	21405770	21405995	Y	unprocessed_pseudogene	ENSG00000236615
35.27	21430697	21437245	Y	unprocessed_pseudogene	ENSG00000237269
50.67	21468158	21470683	Y	unprocessed_pseudogene	ENSG00000169849
36.04	21493519	21501968	Y	unprocessed_pseudogene	ENSG00000169811
58.93	21508299	21510470	Y	unprocessed_pseudogene	ENSG00000242393
58.95	21531839	21534011	Y	unprocessed_pseudogene	ENSG00000228257
46.62	21565092	21605081	Y	lncRNA	ENSG00000184991
38.74	21631683	21632015	Y	processed_pseudogene	ENSG00000271123
42.44	21637475	21639041	Y	unprocessed_pseudogene	ENSG00000226042
34.64	21661926	21674008	Y	unprocessed_pseudogene	ENSG00000237023
32.17	21677246	21681118	Y	unprocessed_pseudogene	ENSG00000229416
40.10	21696570	21698220	Y	unprocessed_pseudogene	ENSG00000230029
38.77	23657839	23659058	Y	unprocessed_pseudogene	ENSG00000224169
31.16	23659466	23667822	Y	unprocessed_pseudogene	ENSG00000223407
40.73	23674379	23675392	Y	unprocessed_pseudogene	ENSG00000226873
39.46	23678504	23678835	Y	unprocessed_pseudogene	ENSG00000227915
36.10	23715922	23726808	Y	unprocessed_pseudogene	ENSG00000236620
30.63	23734193	23736249	Y	unprocessed_pseudogene	ENSG00000224866
31.74	23740258	23746693	Y	unprocessed_pseudogene	ENSG00000232424
46.34	23740942	23741105	Y	snRNA	ENSG00000252681
41.01	23751188	23751760	Y	unprocessed_pseudogene	ENSG00000232910
37.04	23762838	23765583	Y	unprocessed_pseudogene	ENSG00000232845
37.17	23771232	23798150	Y	unprocessed_pseudogene	ENSG00000237302
41.28	23682007	23694527	Y	unprocessed_pseudogene	ENSG00000169763
38.01	4993858	4999650	Y	lncRNA	ENSG00000277930
43.98	5019076	5019266	Y	snRNA	ENSG00000252468
47.02	5207215	5208069	Y	processed_pseudogene	ENSG00000231341
48.28	5337745	5338964	Y	processed_pseudogene	ENSG00000235001
57.26	5573145	5574431	Y	processed_pseudogene	ENSG00000214207
57.95	5634480	5634655	Y	processed_pseudogene	ENSG00000278585
42.69	5793300	5793737	Y	processed_pseudogene	ENSG00000235175
35.66	5000226	5742224	Y	protein_coding	ENSG00000099715
38.43	23581595	23614640	Y	unprocessed_pseudogene	ENSG00000225466
37.66	23808821	23809059	Y	processed_pseudogene	ENSG00000231540
42.10	23855522	23857091	Y	unprocessed_pseudogene	ENSG00000223362
42.24	23917241	23917723	Y	unprocessed_pseudogene	ENSG00000231026
29.64	23919905	23921510	Y	unprocessed_pseudogene	ENSG00000224571
31.54	23934953	23940101	Y	unprocessed_pseudogene	ENSG00000226369
31.94	23936727	23941622	Y	lncRNA	ENSG00000280961
31.62	23945927	23952293	Y	unprocessed_pseudogene	ENSG00000227871
44.16	23946618	23946771	Y	snRNA	ENSG00000251917
38.71	23956569	23960218	Y	unprocessed_pseudogene	ENSG00000231423
38.52	23967564	23970694	Y	unprocessed_pseudogene	ENSG00000228465
36.45	23972780	23995081	Y	unprocessed_pseudogene	ENSG00000232585
36.09	24006911	24007237	Y	processed_pseudogene	ENSG00000234081
41.35	24045229	24048019	Y	protein_coding	ENSG00000172352
43.79	24049878	24051487	Y	unprocessed_pseudogene	ENSG00000231375
30.88	24077799	24079812	Y	unprocessed_pseudogene	ENSG00000237467
32.87	24081704	24090346	Y	unprocessed_pseudogene	ENSG00000229250
42.26	24104107	24106018	Y	unprocessed_pseudogene	ENSG00000232205
37.26	24142358	24157843	Y	unprocessed_pseudogene	ENSG00000235981
52.47	24168187	24174494	Y	unprocessed_pseudogene	ENSG00000223698
58.09	24179316	24183505	Y	unprocessed_pseudogene	ENSG00000242854
63.87	24182477	24183071	Y	unprocessed_pseudogene	ENSG00000230977
57.85	24183434	24187231	Y	lncRNA	ENSG00000244231
56.49	24186509	24191870	Y	unprocessed_pseudogene	ENSG00000172342
43.42	24196518	24206132	Y	unprocessed_pseudogene	ENSG00000284071
50.97	24210958	24211216	Y	misc_RNA	ENSG00000274234
36.92	24232826	24238984	Y	unprocessed_pseudogene	ENSG00000225491
64.07	24276245	24277026	Y	processed_pseudogene	ENSG00000224827
59.56	24278337	24281140	Y	processed_pseudogene	ENSG00000233740
40.83	24283062	24283230	Y	unprocessed_pseudogene	ENSG00000248792
52.00	24362335	24362409	Y	processed_pseudogene	ENSG00000279274
33.22	24396604	24403526	Y	unprocessed_pseudogene	ENSG00000234399
42.58	24485332	24486463	Y	lncRNA	ENSG00000227439
38.06	24494709	24495583	Y	processed_pseudogene	ENSG00000224210
33.63	24500263	24501505	Y	processed_pseudogene	ENSG00000232003
42.24	24570202	24607025	Y	lncRNA	ENSG00000235412
42.59	24607560	24639207	Y	protein_coding	ENSG00000183795
35.08	24650808	24651534	Y	processed_pseudogene	ENSG00000240566
33.55	25168599	25169841	Y	processed_pseudogene	ENSG00000236379
38.58	25174520	25175237	Y	processed_pseudogene	ENSG00000274899
41.09	25182277	25213389	Y	lncRNA	ENSG00000223641
33.15	25266584	25273531	Y	unprocessed_pseudogene	ENSG00000227633
52.00	25307729	25307803	Y	processed_pseudogene	ENSG00000279115
59.65	25388992	25391811	Y	processed_pseudogene	ENSG00000233652
64.89	25393154	25394056	Y	processed_pseudogene	ENSG00000233944
36.92	25431156	25437315	Y	unprocessed_pseudogene	ENSG00000223636
54.14	25454561	25460572	Y	unprocessed_pseudogene	ENSG00000172297
50.97	25458926	25459184	Y	misc_RNA	ENSG00000278242
43.41	25464006	25473621	Y	unprocessed_pseudogene	ENSG00000284380
56.51	25478269	25483630	Y	unprocessed_pseudogene	ENSG00000172294
57.85	25482908	25486705	Y	lncRNA	ENSG00000240450
64.86	25486640	25487322	Y	processed_pseudogene	ENSG00000239304
61.21	25487284	25487662	Y	processed_pseudogene	ENSG00000233619
52.47	25495651	25501958	Y	unprocessed_pseudogene	ENSG00000197092
37.25	25512301	25527786	Y	unprocessed_pseudogene	ENSG00000235583
42.26	25564122	25566033	Y	unprocessed_pseudogene	ENSG00000237823
32.89	25579790	25588444	Y	unprocessed_pseudogene	ENSG00000229709
30.94	25590323	25592345	Y	unprocessed_pseudogene	ENSG00000232064
43.79	25618644	25620253	Y	unprocessed_pseudogene	ENSG00000225609
36.09	25662900	25663226	Y	processed_pseudogene	ENSG00000270535
36.44	25675060	25697346	Y	unprocessed_pseudogene	ENSG00000225287
38.50	25699451	25702562	Y	unprocessed_pseudogene	ENSG00000225256
38.74	25709908	25713557	Y	unprocessed_pseudogene	ENSG00000223856
32.88	25723016	25724186	Y	unprocessed_pseudogene	ENSG00000235004
44.16	25723342	25723495	Y	snRNA	ENSG00000252426
31.92	25728490	25733388	Y	lncRNA	ENSG00000231141
31.51	25730011	25735160	Y	unprocessed_pseudogene	ENSG00000232614
29.61	25748596	25750206	Y	unprocessed_pseudogene	ENSG00000225326
42.24	25752388	25752870	Y	unprocessed_pseudogene	ENSG00000223406
38.47	26508213	26579690	Y	unprocessed_pseudogene	ENSG00000215506
41.69	26549425	26549743	Y	processed_pseudogene	ENSG00000224240
44.82	26586642	26591601	Y	unprocessed_pseudogene	ENSG00000227629
40.94	26594851	26634652	Y	unprocessed_pseudogene	ENSG00000237917
55.16	26626520	26627159	Y	processed_pseudogene	ENSG00000231514
41.35	25622117	25624902	Y	protein_coding	ENSG00000172288
36.95	22403410	22417881	Y	protein_coding	ENSG00000226941
53.32	9487267	9490081	Y	protein_coding	ENSG00000238074
36.99	21511338	21525786	Y	protein_coding	ENSG00000242875
36.98	21534879	21549326	Y	protein_coding	ENSG00000234414
41.56	7712985	7776707	Y	transcribed_unprocessed_pseudogene	ENSG00000234795
60.64	9464012	9466003	Y	transcribed_unprocessed_pseudogene	ENSG00000225516
60.74	9524935	9526926	Y	transcribed_unprocessed_pseudogene	ENSG00000234803
35.38	22310864	22321825	Y	transcribed_unprocessed_pseudogene	ENSG00000243040
34.89	8906224	8916073	Y	transcribed_unprocessed_pseudogene	ENSG00000173357
34.30	10022489	10034187	Y	transcribed_unprocessed_pseudogene	ENSG00000236718
34.57	22649245	22658878	Y	transcribed_unprocessed_pseudogene	ENSG00000224657
58.32	6243295	6245283	Y	transcribed_unprocessed_pseudogene	ENSG00000250204
60.81	9484321	9486313	Y	transcribed_unprocessed_pseudogene	ENSG00000274196
49.20	10066587	10069151	Y	transcribed_unprocessed_pseudogene	ENSG00000225685
45.54	8789000	8789302	Y	transcribed_unprocessed_pseudogene	ENSG00000180910
44.76	12339813	12347487	Y	transcribed_unprocessed_pseudogene	ENSG00000224060
60.68	6263602	6265595	Y	transcribed_unprocessed_pseudogene	ENSG00000234830
60.63	9504608	9506596	Y	transcribed_unprocessed_pseudogene	ENSG00000230066
38.91	18674033	18738089	Y	transcribed_unprocessed_pseudogene	ENSG00000242153
35.43	17769116	17777400	Y	transcribed_unprocessed_pseudogene	ENSG00000250868
35.45	18128610	18136886	Y	transcribed_unprocessed_pseudogene	ENSG00000244646
52.12	18389297	18391510	Y	transcribed_unprocessed_pseudogene	ENSG00000282909
39.29	2881683	2883652	Y	transcribed_unprocessed_pseudogene	ENSG00000227289
35.21	13153931	13162214	Y	transcribed_unprocessed_pseudogene	ENSG00000235462
40.21	13751656	13915824	Y	transcribed_unprocessed_pseudogene	ENSG00000241859
35.36	21394991	21401585	Y	transcribed_unprocessed_pseudogene	ENSG00000223637
54.13	24209567	24215581	Y	transcribed_unprocessed_pseudogene	ENSG00000239533
40.55	19456585	19484884	Y	transcribed_unprocessed_pseudogene	ENSG00000215580
61.87	11153858	11159013	Y	transcribed_unprocessed_pseudogene	ENSG00000278212
36.66	19567382	19604120	Y	transcribed_unprocessed_pseudogene	ENSG00000131002
44.05	12406796	12420322	Y	transcribed_unprocessed_pseudogene	ENSG00000206159
40.30	9166085	9167702	Y	processed_pseudogene	ENSG00000232235
34.69	9183694	9185803	Y	unprocessed_pseudogene	ENSG00000224408
35.05	9189629	9204611	Y	unprocessed_pseudogene	ENSG00000238154
37.54	9230915	9231247	Y	processed_pseudogene	ENSG00000232924
35.36	9311130	9322869	Y	unprocessed_pseudogene	ENSG00000197038
63.86	9325799	9326047	Y	processed_pseudogene	ENSG00000275310
36.89	9329880	9334832	Y	lncRNA	ENSG00000232808
53.35	9337464	9340284	Y	protein_coding	ENSG00000233803
40.42	9367803	9375681	Y	lncRNA	ENSG00000228383
52.87	9378122	9380871	Y	unprocessed_pseudogene	ENSG00000188656
40.48	9388122	9396027	Y	lncRNA	ENSG00000237802
53.23	9357797	9360599	Y	protein_coding	ENSG00000229549
53.26	9398421	9401223	Y	protein_coding	ENSG00000228927
34.55	23537308	23546942	Y	transcribed_processed_pseudogene	ENSG00000215540
34.55	26123674	26133308	Y	transcribed_processed_pseudogene	ENSG00000215507
35.12	8068896	8070723	Y	transcribed_processed_pseudogene	ENSG00000239893
60.59	9354846	9356814	Y	transcribed_processed_pseudogene	ENSG00000225560
44.40	7274313	7371868	Y	transcribed_unitary_pseudogene	ENSG00000099725
43.37	25378300	25394719	Y	lncRNA	ENSG00000228786
43.58	10576292	10576587	21	processed_pseudogene	ENSG00000278678
53.71	7385058	7388799	21	unprocessed_pseudogene	ENSG00000279647
32.24	10028361	10029855	21	TEC	ENSG00000280372
42.62	13544210	13545185	21	unprocessed_pseudogene	ENSG00000179381
35.46	8857260	8880976	21	unprocessed_pseudogene	ENSG00000278931
38.95	9053122	9059060	21	unprocessed_pseudogene	ENSG00000280436
51.90	9082601	9083101	21	processed_pseudogene	ENSG00000279720
53.67	7003248	7007022	21	unprocessed_pseudogene	ENSG00000279477
35.67	7135334	7137789	21	TEC	ENSG00000279303
40.97	5553637	5614880	21	lncRNA	ENSG00000274333
54.82	8393419	8394341	21	lncRNA	ENSG00000280614
40.23	6986450	6997765	21	lncRNA	ENSG00000280018
56.12	7129103	7130287	21	processed_pseudogene	ENSG00000280330
39.23	17763315	17792523	21	lncRNA	ENSG00000240770
52.83	15744004	15745080	21	processed_pseudogene	ENSG00000234159
34.16	19739709	19740150	21	processed_pseudogene	ENSG00000229336
61.77	10136419	10137004	21	unprocessed_pseudogene	ENSG00000279062
35.56	18561265	18760320	21	lncRNA	ENSG00000224141
51.95	20388334	20388845	21	processed_pseudogene	ENSG00000233676
39.73	17500679	17500824	21	processed_pseudogene	ENSG00000226580
33.45	19046310	19047684	21	lncRNA	ENSG00000235965
34.79	21933315	21975681	21	lncRNA	ENSG00000227075
40.27	17210469	17211347	21	processed_pseudogene	ENSG00000225735
35.35	18917934	18935859	21	lncRNA	ENSG00000232193
33.66	21223295	21226829	21	lncRNA	ENSG00000226771
49.00	18857779	18858276	21	processed_pseudogene	ENSG00000198618
54.43	19244543	19246392	21	processed_pseudogene	ENSG00000226818
56.12	7626344	7627528	21	processed_pseudogene	ENSG00000279177
40.98	22134698	22136083	21	processed_pseudogene	ENSG00000234340
38.64	17835016	17885608	21	lncRNA	ENSG00000231755
35.26	23352929	23423778	21	lncRNA	ENSG00000228592
46.97	23407658	23409128	21	processed_pseudogene	ENSG00000237569
42.07	5707004	5709456	21	lncRNA	ENSG00000279064
35.11	18269116	18485879	21	protein_coding	ENSG00000154646
45.29	10357400	10358620	21	processed_pseudogene	ENSG00000275592
34.37	23090028	23091831	21	processed_pseudogene	ENSG00000219368
39.72	7669397	7681742	21	lncRNA	ENSG00000277991
39.04	22882582	22884000	21	processed_pseudogene	ENSG00000225906
49.88	13525599	13528579	21	processed_pseudogene	ENSG00000228184
36.36	25055535	25069906	21	lncRNA	ENSG00000244278
39.65	7430659	7469007	21	lncRNA	ENSG00000276077
42.70	10612455	10613379	21	unprocessed_pseudogene	ENSG00000273872
58.47	10122273	10129029	21	lncRNA	ENSG00000279851
63.86	27143344	27143949	21	processed_pseudogene	ENSG00000215326
34.13	25127469	25135247	21	lncRNA	ENSG00000223870
53.32	7421442	7425839	21	unprocessed_pseudogene	ENSG00000279895
41.52	8996496	9018670	21	lncRNA	ENSG00000279501
39.97	17513043	17593579	21	protein_coding	ENSG00000154639
35.54	18538880	18551214	13	lncRNA	ENSG00000231238
42.87	24420931	24512778	13	protein_coding	ENSG00000102699
53.67	10649400	10649835	21	IG_V_gene	ENSG00000277282
42.15	28887280	28889272	21	processed_pseudogene	ENSG00000215005
34.43	22209920	22420819	21	lncRNA	ENSG00000226043
35.10	22008756	22098518	21	lncRNA	ENSG00000233215
47.35	23101223	23103074	21	processed_pseudogene	ENSG00000231058
35.67	5703182	5705637	21	TEC	ENSG00000279186
54.29	19759359	19760128	21	processed_pseudogene	ENSG00000215353
32.25	23477641	23490724	21	lncRNA	ENSG00000227716
39.43	25031005	25031529	21	processed_pseudogene	ENSG00000237444
53.88	27420380	27421023	21	processed_pseudogene	ENSG00000217026
32.99	21723293	21737319	21	lncRNA	ENSG00000238265
38.78	12999676	13016692	21	lncRNA	ENSG00000229306
57.67	17296219	17296596	21	processed_pseudogene	ENSG00000278181
33.35	18953264	18967058	21	lncRNA	ENSG00000226204
33.53	19130523	19134423	21	lncRNA	ENSG00000229289
40.56	28539318	28540355	21	lncRNA	ENSG00000226935
35.65	28048404	28137611	21	lncRNA	ENSG00000232079
36.15	24304546	24321377	21	lncRNA	ENSG00000224832
40.55	18917213	18917429	21	TEC	ENSG00000279156
61.48	10397644	10397778	21	unprocessed_pseudogene	ENSG00000278106
32.37	18477358	18486599	21	lncRNA	ENSG00000228708
52.57	22153950	22154299	21	processed_pseudogene	ENSG00000231136
42.14	27172259	27182998	13	lncRNA	ENSG00000230641
33.26	18614431	18650360	21	lncRNA	ENSG00000230233
39.76	23730189	23889400	13	protein_coding	ENSG00000027001
55.01	20424949	20426206	21	processed_pseudogene	ENSG00000234439
35.43	24043257	24050286	21	lncRNA	ENSG00000226996
31.97	19301613	19303739	21	lncRNA	ENSG00000231620
46.41	32311018	32393012	21	protein_coding	ENSG00000142207
42.81	24400703	24401029	13	processed_pseudogene	ENSG00000233545
43.43	30466117	30482312	13	lncRNA	ENSG00000285840
66.17	25017404	25017536	13	processed_pseudogene	ENSG00000269099
34.16	18467172	18485448	13	unprocessed_pseudogene	ENSG00000215604
49.11	26965967	26991996	13	lncRNA	ENSG00000283579
41.45	29872613	29888405	13	lncRNA	ENSG00000224329
38.43	30202630	30307551	13	protein_coding	ENSG00000102781
41.35	30289145	30289514	21	protein_coding	ENSG00000232263
52.41	8801362	8801880	21	processed_pseudogene	ENSG00000279213
46.35	8603547	8603984	21	processed_pseudogene	ENSG00000279990
39.65	25639258	25717562	21	protein_coding	ENSG00000154721
38.43	30973289	30977623	13	lncRNA	ENSG00000238185
44.12	30103178	30108895	13	lncRNA	ENSG00000224511
35.70	27077218	27077962	13	unprocessed_pseudogene	ENSG00000278496
38.66	40224625	40224862	13	processed_pseudogene	ENSG00000271429
39.00	37993085	37994720	13	processed_pseudogene	ENSG00000228036
53.59	18253526	18270822	13	unprocessed_pseudogene	ENSG00000280208
48.23	24315725	24321598	13	lncRNA	ENSG00000240868
43.08	30422488	30429758	13	protein_coding	ENSG00000236444
38.94	30617693	30660770	13	protein_coding	ENSG00000132952
36.14	21566763	21615437	21	lncRNA	ENSG00000234730
48.44	23390258	23390996	21	processed_pseudogene	ENSG00000223822
36.10	19893113	19900043	21	lncRNA	ENSG00000233480
51.33	30151886	30159621	13	lncRNA	ENSG00000232117
33.77	23065491	23131206	21	lncRNA	ENSG00000230972
36.26	23765934	23766104	13	processed_pseudogene	ENSG00000232102
36.76	27361121	27395787	21	lncRNA	ENSG00000236332
41.99	30456704	30617597	13	protein_coding	ENSG00000189403
44.17	25582770	25583326	21	lncRNA	ENSG00000260583
35.11	24154871	24192924	21	lncRNA	ENSG00000224018
42.95	26459903	26460214	21	lncRNA	ENSG00000273115
34.81	23888798	23890541	21	lncRNA	ENSG00000231986
55.18	30263380	30263881	21	processed_pseudogene	ENSG00000225267
37.20	27358885	27448579	21	lncRNA	ENSG00000231236
37.75	20256752	20258820	21	lncRNA	ENSG00000233236
36.78	15346652	15346738	21	TEC	ENSG00000280082
36.08	24840550	25057746	21	lncRNA	ENSG00000226983
37.42	28328738	28674848	21	lncRNA	ENSG00000232855
44.56	30165565	30166805	21	protein_coding	ENSG00000156282
37.29	26466209	26573286	21	protein_coding	ENSG00000166265
41.67	17518526	17518993	21	processed_pseudogene	ENSG00000232260
36.94	26889376	26939742	21	lncRNA	ENSG00000223563
40.30	34073224	34143034	21	protein_coding	ENSG00000243927
46.60	29918647	29926651	13	lncRNA	ENSG00000224405
40.89	49232874	49234399	13	unprocessed_pseudogene	ENSG00000274351
44.28	23979700	24321031	13	protein_coding	ENSG00000273167
35.82	25095022	25103670	21	lncRNA	ENSG00000232512
35.79	25169431	25361868	21	lncRNA	ENSG00000222042
45.59	44799503	44809630	13	lncRNA	ENSG00000235097
45.05	17894193	17894485	21	processed_pseudogene	ENSG00000215369
47.11	28901779	28903697	21	processed_pseudogene	ENSG00000215317
35.57	30089717	30097836	21	lncRNA	ENSG00000259981
43.54	27017554	27017909	13	processed_pseudogene	ENSG00000218198
39.07	29193480	29288205	21	lncRNA	ENSG00000215533
45.86	42369259	42369657	13	processed_pseudogene	ENSG00000233259
42.10	27178263	27251288	13	lncRNA	ENSG00000275294
46.57	20828127	20828622	21	processed_pseudogene	ENSG00000215351
62.75	9088188	9088391	21	processed_pseudogene	ENSG00000279381
46.88	29476515	29490105	13	lncRNA	ENSG00000179141
39.90	25762938	25763333	21	processed_pseudogene	ENSG00000235514
34.95	27638613	27675024	21	lncRNA	ENSG00000234052
38.63	49699320	49792682	13	protein_coding	ENSG00000102753
42.51	30281309	30282950	21	protein_coding	ENSG00000188694
54.82	8437629	8438551	21	lncRNA	ENSG00000281181
39.02	34073578	34106260	21	protein_coding	ENSG00000198743
40.97	27492118	27492261	21	processed_pseudogene	ENSG00000219592
41.63	8845566	8846646	21	processed_pseudogene	ENSG00000280243
46.71	36385392	36419015	21	protein_coding	ENSG00000159259
36.70	28116094	28228667	21	lncRNA	ENSG00000236532
44.12	8701461	8701562	21	processed_pseudogene	ENSG00000279167
35.45	21746973	21797415	21	lncRNA	ENSG00000233997
61.22	8197620	8227646	21	lncRNA	ENSG00000278996
47.83	25017766	25017903	13	unprocessed_pseudogene	ENSG00000276958
42.54	34262863	34263090	13	unprocessed_pseudogene	ENSG00000278477
37.56	30995162	30996138	13	lncRNA	ENSG00000230403
41.25	20430443	20430762	21	processed_pseudogene	ENSG00000233206
44.52	20403666	20525873	13	protein_coding	ENSG00000165475
38.15	31671000	31732118	21	protein_coding	ENSG00000156304
48.31	30803206	30810645	13	lncRNA	ENSG00000237879
40.65	47930153	47932622	13	lncRNA	ENSG00000260388
49.19	20564708	20567045	13	lncRNA	ENSG00000277020
46.96	26977543	26977789	13	processed_pseudogene	ENSG00000223782
49.37	30539597	30543461	13	processed_pseudogene	ENSG00000213411
44.19	40172505	40195361	13	lncRNA	ENSG00000230710
61.76	48974967	48976867	13	lncRNA	ENSG00000275202
38.37	49308650	49444064	13	protein_coding	ENSG00000102547
42.86	40992779	40993331	13	processed_pseudogene	ENSG00000229473
